Attribute Name,Numeric Values,Attribute Value (Item Attribute Values),Abbreviation (Item Attribute Values)
Size,0,20X15MM,20X15MM
Size,0,20X15MM (ASTRAL),20X15MM (ASTRAL)
Size,0,20X15MM (DUTRON),20X15MM (DUTRON)
Size,0,20X15MM (HIRVAD),20X15MM (HIRVAD)
Size,0,20X15MM (RAKSHA),20X15MM (RAKSHA)
Size,0,20X15MM (UPREME),20X15MM (UPREME)
Size,0,20X22MM,20X22MM
Size,0,20X50MM,20X50MM
Size,0,20X75MM,20X75MM
Size,0,21X23MM,21X23MM
Size,0,225MM,225MM
Size,0,225MM (ASTRAL),225MM (ASTRAL)
Size,0,225MM (DUTRON),225MM (DUTRON)
Size,0,225MM (HIRVAD),225MM (HIRVAD)
Size,0,225MM (RAKSHA),225MM (RAKSHA)
Size,0,225MM (UPREME),225MM (UPREME)
Size,0,225X9MM,225X9MM
Size,0,22MM,22MM
Size,0,"23""","23"""
Size,0,230X6MM,230X6MM
Size,0,"24""","24"""
Size,0,24X27MM,24X27MM
Size,0,250MM,250MM
Size,0,250MM (ASTRAL),250MM (ASTRAL)
Size,0,250MM (DUTRON),250MM (DUTRON)
Size,0,250MM (HIRVAD),250MM (HIRVAD)
Size,0,250MM (RAKSHA),250MM (RAKSHA)
Size,0,250MM (UPREME),250MM (UPREME)
Size,0,250X10MM,250X10MM
Size,0,250X12MM,250X12MM
Size,0,250X16MM,250X16MM
Size,0,250X18MM,250X18MM
Size,0,250X20MM,250X20MM
Size,0,250X22MM,250X22MM
Size,0,250X25MM,250X25MM
Size,0,250X8MM,250X8MM
Size,0,25MM,25MM
Size,0,25MM (ANCHOR),25MM (ANCHOR)
Size,0,25MM (ASTRAL),25MM (ASTRAL)
Size,0,25MM (DUTRON),25MM (DUTRON)
Size,0,25MM (HIRVAD),25MM (HIRVAD)
Size,0,25MM (IAMOND),25MM (IAMOND)
Size,0,25MM (RAKSHA),25MM (RAKSHA)
Size,0,25MM (UPREME),25MM (UPREME)
Size,0,25X100MM,25X100MM
Size,0,25X150MM,25X150MM
Size,0,25X15MM,25X15MM
Size,0,25X15MM (ASTRAL),25X15MM (ASTRAL)
Size,0,25X15MM (DUTRON),25X15MM (DUTRON)
Size,0,25X15MM (HIRVAD),25X15MM (HIRVAD)
Size,0,25X15MM (RAKSHA),25X15MM (RAKSHA)
Size,0,25X15MM (UPREME),25X15MM (UPREME)
Size,0,25X20MM,25X20MM
Size,0,25X20MM (ASTRAL),25X20MM (ASTRAL)
Size,0,25X20MM (DUTRON),25X20MM (DUTRON)
Size,0,25X20MM (HIRVAD),25X20MM (HIRVAD)
Size,0,25X20MM (RAKSHA),25X20MM (RAKSHA)
Size,0,25X20MM (UPREME),25X20MM (UPREME)
Size,0,25X50MM,25X50MM
Size,0,25X6,25X6
Size,0,25X75MM,25X75MM
Size,0,25X8,25X8
Size,0,280MM (ASTRAL),280MM (ASTRAL)
Size,0,280MM (DUTRON),280MM (DUTRON)
Size,0,280MM (HIRVAD),280MM (HIRVAD)
Size,0,280MM (RAKSHA),280MM (RAKSHA)
Size,0,280MM (UPREME),280MM (UPREME)
Size,0,2MM,2MM
Size,0,"3""","3"""
Size,0,"3""X10","3""X10"
Size,0,3.15MM,3.15MM
Size,0,300MM,300MM
Size,0,300X10MM,300X10MM
Size,0,300X12MM,300X12MM
Size,0,300X16MM,300X16MM
Size,0,300X18MM,300X18MM
Size,0,300X20MM,300X20MM
Size,0,300X22MM,300X22MM
Size,0,300X300MM,300X300MM
Size,0,300X450MM,300X450MM
Size,0,300X8MM,300X8MM
Size,0,30X32MM,30X32MM
Size,0,315MM (ASTRAL),315MM (ASTRAL)
Size,0,315MM (DUTRON),315MM (DUTRON)
Size,0,315MM (HIRVAD),315MM (HIRVAD)
Size,0,315MM (RAKSHA),315MM (RAKSHA)
Size,0,315MM (UPREME),315MM (UPREME)
Size,0,"32""","32"""
Size,0,32MM,32MM
Size,0,32MM (ANCHOR),32MM (ANCHOR)
Size,0,32MM (ASTRAL),32MM (ASTRAL)
Size,0,32MM (DUTRON),32MM (DUTRON)
Size,0,32MM (HIRVAD),32MM (HIRVAD)
Size,0,32MM (IAMOND),32MM (IAMOND)
Size,0,32MM (RAKSHA),32MM (RAKSHA)
Size,0,32MM (UPREME),32MM (UPREME)
Size,0,32X100MM,32X100MM
Size,0,32X150MM,32X150MM
Size,0,32X15MM (ASTRAL),32X15MM (ASTRAL)
Size,0,32X15MM (DUTRON),32X15MM (DUTRON)
Size,0,32X15MM (HIRVAD),32X15MM (HIRVAD)
Size,0,32X15MM (RAKSHA),32X15MM (RAKSHA)
Size,0,32X15MM (UPREME),32X15MM (UPREME)
Size,0,32X20MM (2X20MM),32X20MM (2X20MM)
Size,0,32X20MM (ASTRAL),32X20MM (ASTRAL)
Size,0,32X20MM (DUTRON),32X20MM (DUTRON)
Size,0,32X20MM (HIRVAD),32X20MM (HIRVAD)
Size,0,32X20MM (RAKSHA),32X20MM (RAKSHA)
Size,0,32X20MM (UPREME),32X20MM (UPREME)
Size,0,32X25MM,32X25MM
Size,0,32X25MM (ASTRAL),32X25MM (ASTRAL)
Size,0,32X25MM (DUTRON),32X25MM (DUTRON)
Size,0,32X25MM (HIRVAD),32X25MM (HIRVAD)
Size,0,32X25MM (RAKSHA),32X25MM (RAKSHA)
Size,0,32X25MM (UPREME),32X25MM (UPREME)
Size,0,32X50MM,32X50MM
Size,0,32X75MM,32X75MM
Size,0,34X36MM,34X36MM
Size,0,350MM ( BOSCH),350MM ( BOSCH)
Size,0,350MM (ITACHI),350MM (ITACHI)
Size,0,355MM (ASTRAL),355MM (ASTRAL)
Size,0,355MM (DUTRON),355MM (DUTRON)
Size,0,355MM (HIRVAD),355MM (HIRVAD)
Size,0,355MM (RAKSHA),355MM (RAKSHA)
Size,0,355MM (UPREME),355MM (UPREME)
Size,0,35MM,35MM
Size,0,35X6,35X6
Size,0,35X8,35X8
Size,0,36MM,36MM
Size,0,38MM,38MM
Size,0,3MM,3MM
Size,0,3MM (120 No),3MM (120 No)
Size,0,3MM (150 No),3MM (150 No)
Size,0,3MM (180 No),3MM (180 No)
Size,0,"4""","4"""
Size,0,"4""X10","4""X10"
Size,0,4.0MM,4.0MM
Size,0,400MM (ASTRAL),400MM (ASTRAL)
Size,0,400MM (DUTRON),400MM (DUTRON)
Size,0,400MM (HIRVAD),400MM (HIRVAD)
Size,0,400MM (RAKSHA),400MM (RAKSHA)
Size,0,400MM (UPREME),400MM (UPREME)
Size,0,40MM,40MM
Size,0,40MM (ASTRAL),40MM (ASTRAL)
Size,0,40MM (DUTRON),40MM (DUTRON)
Size,0,40MM (EROVIT),40MM (EROVIT)
Size,0,40MM (HIRVAD),40MM (HIRVAD)
Size,0,40MM (JAQUAR),40MM (JAQUAR)
Size,0,40MM (M CERA),40MM (M CERA)
Size,0,40MM (OHNSON),40MM (OHNSON)
Size,0,40MM (RAKSHA),40MM (RAKSHA)
Size,0,40MM (UPREME),40MM (UPREME)
Size,0,40X100MM,40X100MM
Size,0,40X150MM,40X150MM
Size,0,40X15MM,40X15MM
Size,0,40X15MM (ASTRAL),40X15MM (ASTRAL)
Size,0,40X15MM (DUTRON),40X15MM (DUTRON)
Size,0,40X15MM (HIRVAD),40X15MM (HIRVAD)
Size,0,40X15MM (RAKSHA),40X15MM (RAKSHA)
Size,0,40X15MM (UPREME),40X15MM (UPREME)
Size,0,40X20MM,40X20MM
Size,0,40X20MM (ASTRAL),40X20MM (ASTRAL)
Size,0,40X20MM (DUTRON),40X20MM (DUTRON)
Size,0,40X20MM (HIRVAD),40X20MM (HIRVAD)
Size,0,40X20MM (RAKSHA),40X20MM (RAKSHA)
Size,0,40X20MM (UPREME),40X20MM (UPREME)
Size,0,40X25MM,40X25MM
Size,0,40X25MM (ASTRAL),40X25MM (ASTRAL)
Size,0,40X25MM (DUTRON),40X25MM (DUTRON)
Size,0,40X25MM (HIRVAD),40X25MM (HIRVAD)
Size,0,40X25MM (RAKSHA),40X25MM (RAKSHA)
Size,0,40X25MM (UPREME),40X25MM (UPREME)
Size,0,40X32MM,40X32MM
Size,0,40X32MM (ASTRAL),40X32MM (ASTRAL)
Size,0,40X32MM (DUTRON),40X32MM (DUTRON)
Size,0,40X32MM (HIRVAD),40X32MM (HIRVAD)
Size,0,40X32MM (RAKSHA),40X32MM (RAKSHA)
Size,0,40X32MM (UPREME),40X32MM (UPREME)
Size,0,40X50MM,40X50MM
Size,0,40X75MM,40X75MM
Size,0,450X450MM,450X450MM
Size,0,45MM,45MM
Size,0,"48""","48"""
Size,0,4MM,4MM
Size,0,4MM (4MM 09),4MM (4MM 09)
Size,0,4MM (A TO Z),4MM (A TO Z)
Size,0,"5""","5"""
Size,0,50MM,50MM
Size,0,50MM (ASTRAL),50MM (ASTRAL)
Size,0,50MM (DUTRON),50MM (DUTRON)
Size,0,50MM (HIRVAD),50MM (HIRVAD)
Size,0,50MM (RAKSHA),50MM (RAKSHA)
Size,0,50MM (UPREME),50MM (UPREME)
Size,0,50X10,50X10
Size,0,50X100MM,50X100MM
Size,0,50X150MM,50X150MM
Size,0,50X15MM,50X15MM
Size,0,50X15MM (ASTRAL),50X15MM (ASTRAL)
Size,0,50X15MM (DUTRON),50X15MM (DUTRON)
Size,0,50X15MM (HIRVAD),50X15MM (HIRVAD)
Size,0,50X15MM (RAKSHA),50X15MM (RAKSHA)
Size,0,50X15MM (UPREME),50X15MM (UPREME)
Size,0,50X20MM,50X20MM
Size,0,50X20MM (ASTRAL),50X20MM (ASTRAL)
Size,0,50X20MM (DUTRON),50X20MM (DUTRON)
Size,0,50X20MM (HIRVAD),50X20MM (HIRVAD)
Size,0,50X20MM (RAKSHA),50X20MM (RAKSHA)
Size,0,50X20MM (UPREME),50X20MM (UPREME)
Size,0,50X25MM,50X25MM
Size,0,50X25MM (ASTRAL),50X25MM (ASTRAL)
Size,0,50X25MM (DUTRON),50X25MM (DUTRON)
Size,0,50X25MM (HIRVAD),50X25MM (HIRVAD)
Size,0,50X25MM (RAKSHA),50X25MM (RAKSHA)
Size,0,50X25MM (UPREME),50X25MM (UPREME)
Size,0,50X32MM (ASTRAL),50X32MM (ASTRAL)
Size,0,50X32MM (DUTRON),50X32MM (DUTRON)
Size,0,50X32MM (HIRVAD),50X32MM (HIRVAD)
Size,0,50X32MM (RAKSHA),50X32MM (RAKSHA)
Size,0,50X32MM (UPREME),50X32MM (UPREME)
Size,0,50X40MM,50X40MM
Size,0,50X40MM (ASTRAL),50X40MM (ASTRAL)
Size,0,50X40MM (DUTRON),50X40MM (DUTRON)
Size,0,50X40MM (HIRVAD),50X40MM (HIRVAD)
Size,0,50X40MM (RAKSHA),50X40MM (RAKSHA)
Size,0,50X40MM (UPREME),50X40MM (UPREME)
Size,0,50X50MM,50X50MM
Size,0,50X6,50X6
Size,0,50X75MM,50X75MM
Size,0,50X8 (W 50X8),50X8 (W 50X8)
Size,0,55MM,55MM
Size,0,560X560MM,560X560MM
Size,0,5MM,5MM
Size,0,"6""","6"""
Size,0,600MM,600MM
Size,0,600MM (EROVIT),600MM (EROVIT)
Size,0,600MM (JAQUAR),600MM (JAQUAR)
Size,0,600MM (N CERA),600MM (N CERA)
Size,0,600MM (OHNSON),600MM (OHNSON)
Size,0,600X1200MM,600X1200MM
Size,0,600X16,600X16
Size,0,600X20,600X20
Size,0,600X300MM,600X300MM
Size,0,600X400X200MM (EROVIT),600X400X200MM (EROVIT)
Size,0,600X400X200MM (JAQUAR),600X400X200MM (JAQUAR)
Size,0,600X400X200MM (M CERA),600X400X200MM (M CERA)
Size,0,600X400X200MM (OHNSON),600X400X200MM (OHNSON)
Size,0,600X600MM,600X600MM
Size,0,60MM,60MM
Size,0,60X6,60X6
Size,0,63MM,63MM
Size,0,63MM (ASTRAL),63MM (ASTRAL)
Size,0,63MM (DUTRON),63MM (DUTRON)
Size,0,63MM (HIRVAD),63MM (HIRVAD)
Size,0,63MM (RAKSHA),63MM (RAKSHA)
Size,0,63MM (UPREME),63MM (UPREME)
Size,0,63X40MM (ASTRAL),63X40MM (ASTRAL)
Size,0,63X40MM (DUTRON),63X40MM (DUTRON)
Size,0,63X40MM (HIRVAD),63X40MM (HIRVAD)
Size,0,63X40MM (RAKSHA),63X40MM (RAKSHA)
Size,0,63X40MM (UPREME),63X40MM (UPREME)
Size,0,63X50MM (ASTRAL),63X50MM (ASTRAL)
Size,0,63X50MM (DUTRON),63X50MM (DUTRON)
Size,0,63X50MM (HIRVAD),63X50MM (HIRVAD)
Size,0,63X50MM (RAKSHA),63X50MM (RAKSHA)
Size,0,63X50MM (UPREME),63X50MM (UPREME)
Size,0,65MM,65MM
Size,0,65MM ( PRINC),65MM ( PRINC)
Size,0,65MM (ASTRAL),65MM (ASTRAL)
Size,0,65MM (DUTRON),65MM (DUTRON)
Size,0,65MM (HIRVAD),65MM (HIRVAD)
Size,0,65MM (RAKSHA),65MM (RAKSHA)
Size,0,65MM (UPREME),65MM (UPREME)
Size,0,65X25MM,65X25MM
Size,0,65X32MM,65X32MM
Size,0,65X40MM,65X40MM
Size,0,65X40MM (ASTRAL),65X40MM (ASTRAL)
Size,0,65X40MM (DUTRON),65X40MM (DUTRON)
Size,0,65X40MM (HIRVAD),65X40MM (HIRVAD)
Size,0,65X40MM (RAKSHA),65X40MM (RAKSHA)
Size,0,65X40MM (UPREME),65X40MM (UPREME)
Size,0,65X50MM,65X50MM
Size,0,65X50MM (ASTRAL),65X50MM (ASTRAL)
Size,0,65X50MM (DUTRON),65X50MM (DUTRON)
Size,0,65X50MM (HIRVAD),65X50MM (HIRVAD)
Size,0,65X50MM (RAKSHA),65X50MM (RAKSHA)
Size,0,65X50MM (UPREME),65X50MM (UPREME)
Size,0,6MM,6MM
Size,0,750X750MM,750X750MM
Size,0,75MM,75MM
Size,0,75MM (ASTRAL),75MM (ASTRAL)
Size,0,75MM (DUTRON),75MM (DUTRON)
Size,0,75MM (HIRVAD),75MM (HIRVAD)
Size,0,75MM (RAKSHA),75MM (RAKSHA)
Size,0,75MM (UPREME),75MM (UPREME)
Size,0,75X10,75X10
Size,0,75X100MM,75X100MM
Size,0,75X150MM,75X150MM
Size,0,75X25MM,75X25MM
Size,0,75X32MM,75X32MM
Size,0,75X40MM,75X40MM
Size,0,75X40MM (ASTRAL),75X40MM (ASTRAL)
Size,0,75X40MM (DUTRON),75X40MM (DUTRON)
Size,0,75X40MM (HIRVAD),75X40MM (HIRVAD)
Size,0,75X40MM (RAKSHA),75X40MM (RAKSHA)
Size,0,75X40MM (UPREME),75X40MM (UPREME)
Size,0,75X50MM,75X50MM
Size,0,75X50MM (ASTRAL),75X50MM (ASTRAL)
Size,0,75X50MM (DUTRON),75X50MM (DUTRON)
Size,0,75X50MM (HIRVAD),75X50MM (HIRVAD)
Size,0,75X50MM (RAKSHA),75X50MM (RAKSHA)
Size,0,75X50MM (UPREME),75X50MM (UPREME)
Size,0,75X6,75X6
Size,0,75X63MM (ASTRAL),75X63MM (ASTRAL)
Size,0,75X63MM (DUTRON),75X63MM (DUTRON)
Size,0,75X63MM (HIRVAD),75X63MM (HIRVAD)
Size,0,75X63MM (RAKSHA),75X63MM (RAKSHA)
Size,0,75X63MM (UPREME),75X63MM (UPREME)
Size,0,75X65MM,75X65MM
Size,0,75X75MM,75X75MM
Size,0,75X8,75X8
Size,0,"8""","8"""
Size,0,800X800MM,800X800MM
Size,0,80MM,80MM
Size,0,80MM (E 80MM),80MM (E 80MM)
Size,0,80MM (W 80MM),80MM (W 80MM)
Size,0,8MM,8MM
Size,0,8X100MM,8X100MM
Size,0,8X150MM,8X150MM
Size,0,8X6,8X6
Size,0,8X75MM,8X75MM
Size,0,8X9MM,8X9MM
Size,0,900X900MM,900X900MM
Size,0,90MM (ASTRAL),90MM (ASTRAL)
Size,0,90MM (DUTRON),90MM (DUTRON)
Size,0,90MM (HIRVAD),90MM (HIRVAD)
Size,0,90MM (RAKSHA),90MM (RAKSHA)
Size,0,90MM (UPREME),90MM (UPREME)
Size,0,90X50MM (ASTRAL),90X50MM (ASTRAL)
Size,0,90X50MM (DUTRON),90X50MM (DUTRON)
Size,0,90X50MM (HIRVAD),90X50MM (HIRVAD)
Size,0,90X50MM (RAKSHA),90X50MM (RAKSHA)
Size,0,90X50MM (UPREME),90X50MM (UPREME)
Size,0,90X63MM (ASTRAL),90X63MM (ASTRAL)
Size,0,90X63MM (DUTRON),90X63MM (DUTRON)
Size,0,90X63MM (HIRVAD),90X63MM (HIRVAD)
Size,0,90X63MM (RAKSHA),90X63MM (RAKSHA)
Size,0,90X63MM (UPREME),90X63MM (UPREME)
Size,0,90X75MM (ASTRAL),90X75MM (ASTRAL)
Size,0,90X75MM (DUTRON),90X75MM (DUTRON)
Size,0,90X75MM (HIRVAD),90X75MM (HIRVAD)
Size,0,90X75MM (RAKSHA),90X75MM (RAKSHA)
Size,0,90X75MM (UPREME),90X75MM (UPREME)
Size/Type,0,04 MTR,04 MTR
Size/Type,0,05 MTR,05 MTR
Size/Type,0,06 MTR,06 MTR
Size/Type,0,1 LB,1 LB
Size/Type,0,10 LB,10 LB
Size/Type,0,100 MTR,100 MTR
Size/Type,0,1280,1280
Size/Type,0,15 MTR,15 MTR
Size/Type,0,"16""X22""","16""X22"""
Size/Type,0,16.0/70-20 BKT MAKE,16.0/70-20 BKT MAKE
Size/Type,0,"16.5""X22.5""","16.5""X22.5"""
Size/Type,0,"16.5""X4""","16.5""X4"""
Size/Type,0,16X4,16X4
Size/Type,0,2 LB,2 LB
Size/Type,0,2'X2',2'X2'
Size/Type,0,"22.5""X4""","22.5""X4"""
Size/Type,0,22X4,22X4
Size/Type,0,3 LB,3 LB
Size/Type,0,3 MTR,3 MTR
Size/Type,0,3 TON CAP 4 MTR LONG,3 TON CAP 4 MTR LONG
Size/Type,0,3 TON CAP 5 MTR LONG,3 TON CAP 5 MTR LONG
Size/Type,0,3',3'
Size/Type,0,30 MTR,30 MTR
Size/Type,0,32GB,32GB
Size/Type,0,"4""","4"""
Size/Type,0,4',4'
Size/Type,0,5 LB,5 LB
Size/Type,0,5 MTR,5 MTR
Size/Type,0,5 TON CAP 5 MTR LONG,5 TON CAP 5 MTR LONG
Size/Type,0,5 TON CAP 6 MTR LONG,5 TON CAP 6 MTR LONG
Size/Type,0,"5""","5"""
Size/Type,0,5',5'
Size/Type,0,50 MTR,50 MTR
Size/Type,0,"6""","6"""
Size/Type,0,6',6'
Size/Type,0,64GB,64GB
Size/Type,0,6KG,6KG
Size/Type,0,7',7'
Size/Type,0,ALPHA SP-453,ALPHA SP-453
Size/Type,0,B26,B26
Size/Type,0,FLOOR TRAP,FLOOR TRAP
Size/Type,0,LONG BOOK A/4,LONG BOOK A/4
Size/Type,0,LONG NOTE BOOK 100PAGES,LONG NOTE BOOK 100PAGES
Size/Type,0,LONG NOTE BOOK 200PAGES,LONG NOTE BOOK 200PAGES
Size/Type,0,MANGLORE TILES,MANGLORE TILES
Size/Type,0,OSWAL MOTOR LONG BOOK 1QR,OSWAL MOTOR LONG BOOK 1QR
Size/Type,0,PAVER BLOCK,PAVER BLOCK
Size/Type,0,PRINTED BOOKS - QA/QC LAB A3 SIZE,PRINTED BOOKS - QA/QC LAB A3 SIZE
Size/Type,0,PVC ANGLE COCK,PVC ANGLE COCK
Size/Type,0,RCC ROUND COVER,RCC ROUND COVER
Size/Type,0,ROUND,ROUND
Size/Type,0,SMALL NOTE BOOK 172PAGES,SMALL NOTE BOOK 172PAGES
Size/Type,0,STAR,STAR
Size/Type,0,TRANSMISSION 360,TRANSMISSION 360
Size/Type,0,鑱?FLAT TO CIRCULAR),鑱?FLAT TO CIRCULAR)
Size/Type,0,鑱?FLAT),鑱?FLAT)
Thickness,0,2MM,2MM
Thickness,0,3MM,3MM
Thickness,0,4MM,4MM
Thickness,0,5MM,5MM
Thinner Type,0,G P,G P
Thinner Type,0,N C,N C
Type,0,ABC TYPE,ABC TYPE
Type,0,BALL PEN,BALL PEN
Type,0,BAR,BAR
Type,0,BIG,BIG
Type,0,BOX FILE,BOX FILE
Type,0,CANTEEN COUPON BOOKS,CANTEEN COUPON BOOKS
Type,0,CASH VOUCHER BOOKS,CASH VOUCHER BOOKS
Type,0,CHECK LIST FOR CONCRETE WORK - PRINTED REGISTER,CHECK LIST FOR CONCRETE WORK - PRINTED REGISTER
Type,0,CHECK LIST FOR FORM WORK - PRINTED REGISTER,CHECK LIST FOR FORM WORK - PRINTED REGISTER
Type,0,CHECK LIST FOR PCC - PRINTED BOOKS,CHECK LIST FOR PCC - PRINTED BOOKS
Type,0,CHECK LIST POST CONCRETE - PRINTED BOOKS,CHECK LIST POST CONCRETE - PRINTED BOOKS
Type,0,CHECK LIST REINFOR CEMENT - PRINTED BOOKS,CHECK LIST REINFOR CEMENT - PRINTED BOOKS
Type,0,CO2 GAS FLOODING SYSTEM,CO2 GAS FLOODING SYSTEM
Type,0,CO2 TYPE,CO2 TYPE
Type,0,CONCRETE CUBE TESTING REGISTER - PRINTED BOOKS,CONCRETE CUBE TESTING REGISTER - PRINTED BOOKS
Type,0,CONCRETE POUR CARD - PRINTED BOOKS,CONCRETE POUR CARD - PRINTED BOOKS
Type,0,CONFERENCE TABLE,CONFERENCE TABLE
Type,0,CORBON DIEOXIDE,CORBON DIEOXIDE
Type,0,CORRECTION PEN,CORRECTION PEN
Type,0,DELIVERY CHALLAN BOOK,DELIVERY CHALLAN BOOK
Type,0,DEPARTMENT LABOUR CHALLAN BOOK,DEPARTMENT LABOUR CHALLAN BOOK
Type,0,DOUBLE TIE FOR T.CRANE,DOUBLE TIE FOR T.CRANE
Type,0,DUPLICATE BOOK,DUPLICATE BOOK
Type,0,EXAMINATION TABLE SINGLE,EXAMINATION TABLE SINGLE
Type,0,FOR LABOUR,FOR LABOUR
Type,0,FOR STAFF,FOR STAFF
Type,0,FURNITURE - TABLE,FURNITURE - TABLE
Type,0,GATE PASS BOOKS,GATE PASS BOOKS
Type,0,GREEN NET,GREEN NET
Type,0,HALF SIZE,HALF SIZE
Type,0,HARD BROOM,HARD BROOM
Type,0,INSPECTION - PRINTED BOOKS,INSPECTION - PRINTED BOOKS
Type,0,ISSUE SLIP BOOK,ISSUE SLIP BOOK
Type,0,LABOUR,LABOUR
Type,0,LEFT,LEFT
Type,0,MULTI COLOUR BALL PEN,MULTI COLOUR BALL PEN
Type,0,PEDESTAL,PEDESTAL
Type,0,REQUISITION SLIP BOOK,REQUISITION SLIP BOOK
Type,0,RIGHT,RIGHT
Type,0,S FOR PACKING & WRAPPING,S FOR PACKING & WRAPPING
Type,0,S HAND TYPE,S HAND TYPE
Type,0,SAFETY NET HORIZENTAL,SAFETY NET HORIZENTAL
Type,0,SAFETY NET VERTICAL,SAFETY NET VERTICAL
Type,0,SKETCH PEN,SKETCH PEN
Type,0,SMALL,SMALL
Type,0,SOFT SINGLE BROOM,SOFT SINGLE BROOM
Type,0,SPIRAL NOTE BOOK,SPIRAL NOTE BOOK
Type,0,STAFF,STAFF
Type,0,STAPLER MACHINE,STAPLER MACHINE
Type,0,STORAGE,STORAGE
Type,0,TRIPLICATE BOOKS,TRIPLICATE BOOKS
Type,0,WATER TYPE,WATER TYPE
Type,0,WET CHEMICAL TYPE,WET CHEMICAL TYPE
Type,0,WIRE ROPE CELING,WIRE ROPE CELING
Viscosity Grade,0,15/40W,15/40W
Viscosity Grade,0,20/40W,20/40W
Viscosity Grade,0,320 NO,320 NO
Viscosity Grade,0,80W90,80W90
Viscosity Grade,0,85W90,85W90
Viscosity Grade,0,90 NO,90 NO
Viscosity Grade,0,KIRLOSKAR CARE SUPER GENUINE OIL,KIRLOSKAR CARE SUPER GENUINE OIL
Wattage,0,100 WT,100 WT
Wattage,0,12 WT,12 WT
Wattage,0,15 WT,15 WT
Wattage,0,150 WT,150 WT
Wattage,0,1500W,1500W
Wattage,0,200 WT,200 WT
Wattage,0,2000W,2000W
Wattage,0,40 WT,40 WT
Wattage,0,400 WT,400 WT
Wattage,0,6 WT,6 WT
Wattage,0,60 WT,60 WT
Wattage,0,9 WT,9 WT
Ways,0,1 WAY,1 WAY
Ways,0,1 WAY (ANCHOR),1 WAY (ANCHOR)
Ways,0,1 WAY (EGRAND),1 WAY (EGRAND)
Ways,0,1 WAY (IAMOND),1 WAY (IAMOND)
Ways,0,1 WAY (Y ROMA),1 WAY (Y ROMA)
Ways,0,2 WAY,2 WAY
Ways,0,2 WAY (ANCHOR),2 WAY (ANCHOR)
Ways,0,2 WAY (IAMOND),2 WAY (IAMOND)
Ways,0,3 WAY,3 WAY
Ways,0,3 WAY (ANCHOR),3 WAY (ANCHOR)
Ways,0,3 WAY (IAMOND),3 WAY (IAMOND)
Ways,0,4 WAY,4 WAY
Ways,0,4 WAY (ANCHOR),4 WAY (ANCHOR)
Ways,0,4 WAY (IAMOND),4 WAY (IAMOND)
