"Item Code","Item Group","Default Unit of Measure","Has Variants","Maintain Stock","Is Fixed Asset","Asset Category","Brand","Description","End of Life","Shelf Life In Days","Variant Of","Variant Based On","Safety Stock","Lead Time in days","HSN/SAC","Attribute (Variant Attributes)","Attribute Value (Variant Attributes)"
"UPVC END CAP 15MM ASTRAL","PLUMBING","Nos",0,1,0,"","ASTRAL","","","","UPVC END PLUG","Item Attribute",6,7,90318000,"Type","CAP"
"","","","","","","","","","","","","","","","","Size","15MM"
"","","","","","","","","","","","","","","","","Brand","ASTRAL"
"UPVC END CAP 15MM ASHIRVAD","PLUMBING","Nos",0,1,0,"","ASHIRVAD","","","","UPVC END PLUG","Item Attribute",6,7,90318000,"Type","CAP"
"","","","","","","","","","","","","","","","","Size","15MM"
"","","","","","","","","","","","","","","","","Brand","ASHIRVAD"
"UPVC END CAP 15MM RAKSHA","PLUMBING","Nos",0,1,0,"","RAKSHA","","","","UPVC END PLUG","Item Attribute",6,7,90318000,"Type","CAP"
"","","","","","","","","","","","","","","","","Size","15MM"
"","","","","","","","","","","","","","","","","Brand","RAKSHA"
"FLOOR TRAP","PLUMBING","Nos",0,1,0,"","","","","","FLOOR TRAP","Item Attribute",6,7,90318000,"Size/Type","FLOOR TRAP"
"EWC SLICK S WHITE","PLUMBING","Nos",0,1,0,"","","","","","","",6,7,90318000,"",""
"CHAIR BRACKET","PLUMBING","Nos",0,1,0,"","","","","","","",6,7,90318000,"",""
"WEST PIPE","PLUMBING","Nos",0,1,0,"","","","","","","",6,7,90318000,"",""
"PVC PILLER COCK","PLUMBING","Nos",0,1,0,"","","","","","","",6,7,90318000,"",""
"HOLDTITE","PLUMBING","Kg",0,1,0,"","","","2026-12-31 00:00:00",365,"","",6,7,90318000,"",""
"RCC ROUND COVER","PLUMBING","Nos",0,1,0,"","","","","","RCC ROUND COVER","Item Attribute","",7,90318000,"Size/Type","RCC ROUND COVER"
"GI PIPE 80MM","PLUMBING","Nos",0,1,0,"","","","","","GI PIPE","Item Attribute",6,7,90318000,"Size","80MM"
"GI REDUCER 32X20MM","PLUMBING","Nos",0,1,0,"","","","","","GI REDUCER","Item Attribute",6,7,90318000,"Size","32X20MM"
"GI ELBOW 80MM","PLUMBING","Nos",0,1,0,"","","","","","GI ELBOW","Item Attribute",6,7,90318000,"Size","80MM"
"GI TEE 80MM","PLUMBING","Nos",0,1,0,"","","","","","GI TEE","Item Attribute",6,7,90318000,"Size","80MM"
"S S DRINKING WATER SINK","PLUMBING","Nos",0,1,0,"","","","","","","",3,7,90318000,"",""
"COVER -TOILET SEAT SHEETS","PLUMBING","Nos",0,1,0,"","","","","","","",6,7,90318000,"",""
"RIVER SAND","RAW MATERIAL","Brass",0,1,0,"","","","","","","",12,7,25051000,"",""
"CRUSH SAND","RAW MATERIAL","Brass",0,1,0,"","","","","","","",10,7,25051000,"",""
"RUBBLE STONE","RAW MATERIAL","Brass",0,1,0,"","","","","","","",10,7,25232900,"",""
"DRY LEAN CONCRETE","RAW MATERIAL","Cubic Meter",0,1,0,"","","","","","","","",7,25232900,"",""
"MURUM","RAW MATERIAL","Brass",0,1,0,"","","","","","","","",7,25232900,"",""
"READY MIX PLASTER","RAW MATERIAL","Bags",0,1,0,"","","","2026-06-30 00:00:00",180,"","",100,7,25232900,"",""
"GSB","RAW MATERIAL","Brass",0,1,0,"","","","","","","","",7,25232900,"",""
"SOIL - RED/YELLOW/BLACK","RAW MATERIAL","Brass",0,1,0,"","","","","","","","",7,25232900,"",""
"SAFETY BARICATION TAPE","SAFETY","Nos",0,1,0,"","","","","","","",12,7,62114300,"",""
"FIRST AID","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"GREEN NET","SAFETY","Square Meter",0,1,0,"","","","","","GREEN NET","Item Attribute",200,7,62114300,"Type","GREEN NET"
"NOSE MASK","SAFETY","Nos",0,1,0,"","","","","","","",50,7,62114300,"",""
"SAFETY BELT FULL BODY","SAFETY","Nos",0,1,0,"","","","","","","",25,7,62114300,"",""
"PVC GUMBOOT","SAFETY","Pair",0,1,0,"","","","","","","",12,7,62114300,"",""
"FALL ARRESTERS","SAFETY","Nos",0,1,0,"","","","","","","",6,7,62114300,"",""
"WELDING APRON","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"WELDING GLASS","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"AMBULANCE STRETCHER","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"CLINICAL THERMOMETERS","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"FIRE HYDRANT (ABOVE GROUND)","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"PHOTOELECTRIC SMOKE DETECTOR","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"FIRE FIGHTING SPRINKLER","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"FIRE FIGHTING HOSE","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"FIRE HOSE CABINET","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"FIRE FIGHTING WET RISER LANDING VALVE","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"FIRE PUMP","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"FIRE ALARM MANUAL CALL POINT","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"CO2 GAS FLOODING SYSTEM","SAFETY","Nos",0,1,0,"","","","","","FIRE EXTINGUISHER","Item Attribute",1,7,62114300,"Type","CO2 GAS FLOODING SYSTEM"
"TRAFFIC SIGN","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"ANTI FIRE CLOTHES","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"FIRE ALARM /SMOKE DETECTOR","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"FACE SHIELD","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"MEGHA PHONE","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"SYREN","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"TRAFFIC CONES","SAFETY","Nos",0,1,0,"","","","","","","",1,7,62114300,"",""
"GREASE NIPPLES","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"WIRE ROPE CELING","SPARE PARTS","Nos",0,1,0,"","","","","","WIRE ROPE CELING","Item Attribute",2,7,84833000,"Type","WIRE ROPE CELING"
"DUST SEAL FOR GRINDER 4""","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"CHECK NUT FOR GRINDER 4""","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"GEAR WITH BOX FOR GRINDER 4""","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"LOCK PIN FOR GRINDER 4""","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"SWITCH FOR GRINDER 4""","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"STOP CABLE","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"EMERGENCY SWITCH","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"HYDRAULIC HOSE PIPE","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"Terminal For DT Connector F 80401864","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"D T Conector 4Wf 80402456","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"GREASE GUN PIPE","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"END TIPS","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"HOSE PIPE","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"Hose Outer Copling","SPARE PARTS","Nos",0,1,0,"","","","","","","",2,7,84833000,"",""
"BREAK LINER","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Transmission Filter","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Transmission Oil Plus","SPARE PARTS","Nos",0,1,0,"","","","2028-12-31 00:00:00",1095,"","","",7,84833000,"",""
"JCB Rear Axle Oil","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Plate Backing Brakes","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"PLUNGER ASSY","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"DRILL CHECK NUT","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"RH Lock With Catcher","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"LH Lock With Catcher","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Canopy Door Glass","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Cap For Diesel Tank","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,27101941,"",""
"Spin On Lube Oil Filter","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Fuel Filter Element Pre","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"primary element","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"QUARTER PIN","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Bearing Flange Assly(Open Side)","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"GREASE KIT","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Joint Exh Inlet","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Pedastal Bearing UCF 206","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Battery Clips","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"MASK ASSEMBLY FRONT (RED)","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Cover Assembly - Bottom (Red)","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Hook For Tractor Trolly","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Tail Lamp","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Lamp Assembly nbo 666","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Limit Switch","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Capacitor Runing 2.5 MFD","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Rely For Bar Bending Machine","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Stud M30X500 Bolt with Nut & Washer","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Switch for Welding Machine","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Counter Weight","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"Dust Seal for Grinder 4""","SPARE PARTS","Nos",0,1,0,"","","","","","","",6,7,84833000,"",""
"Check Nut for Grinder 4""","SPARE PARTS","Nos",0,1,0,"","","","","","","",6,7,84833000,"",""
"Switch for Grinder 4""","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"GRINDER  SAFETY GURD","SPARE PARTS","Nos",0,1,0,"","","","","","","","",7,84833000,"",""
"SPRING FILE","STATIONERY","Nos",0,1,0,"","","","","","","",12,7,48201000,"",""
"BOX FILE","STATIONERY","Nos",0,1,0,"","","","","","BOX FILE","Item Attribute",12,7,48201000,"Type","BOX FILE"
"PAPER CLIP","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"PERMANENT MARKER","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"SOFT BOARD MARKER","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"DUSTER","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"Whitener","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"Cotton Bag","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"Paper Cutter","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"Diary","STATIONERY","Nos",0,1,0,"","","","","","","",12,7,48201000,"",""
"WATER BOTTAL","STATIONERY","Nos",0,1,0,"","","","","","","",3,7,48201000,"",""
"PENCIL LEAD 0.5","STATIONERY","Nos",0,1,0,"","","","","","","",3,7,48201000,"",""
"SCALE STEEL","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,72139900,"",""
"Sticky Notes","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"PENCIL","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"Eraser","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"Sharpener","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"Non Dust Eraser","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"DIGISOL USB WIRELERS 300","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"CHALK","STATIONERY","Box",0,1,0,"","","","","","","",2,7,48201000,"",""
"MEASUREMENT SHEET","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"ID CARD","STATIONERY","Nos",0,1,0,"","","","","","","",50,7,48201000,"",""
"ID Holder","STATIONERY","Nos",0,1,0,"","","","","","","",50,7,48201000,"",""
"CALCULATOR","STATIONERY","Nos",0,1,0,"","","","","","","",3,7,48201000,"",""
"PVC FOLDER","STATIONERY","Nos",0,1,0,"","","","","","","",3,7,48201000,"",""
"Printed Board A4","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"HIGHLETER","STATIONERY","Nos",0,1,0,"","","","","","","",3,7,48201000,"",""
"CARBON PAPER","STATIONERY","Pkt",0,1,0,"","","","","","","",3,7,48201000,"",""
"Spray Pump","STATIONERY","Nos",0,1,0,"","","","","","","",3,7,48201000,"",""
"Note Pad","STATIONERY","Nos",0,1,0,"","","","","","","",3,7,48201000,"",""
"FLOOR WIPER","STATIONERY","Nos",0,1,0,"","","","","","","",3,7,48201000,"",""
"PAPER Bags","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"Tissue Paper","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"WHISTLE","STATIONERY","Nos",0,1,0,"","","","","","","",3,7,48201000,"",""
"GUM PASTE","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"STAPLER MACHINE","STATIONERY","Nos",0,1,0,"","","","","","STAPLER MACHINE","Item Attribute",1,7,48201000,"Type","STAPLER MACHINE"
"CELLO TAPE","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"Double Tape","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"PLASTIK ROLLER MASKER","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"STRECH FILM 500MM","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"Key Chain","STATIONERY","Nos",0,1,0,"","","","","","","",6,7,48201000,"",""
"PVC Container","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"Dust Bin","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"Stamp Pad","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"INK","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"File Separator","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"Plastic Paper cover for Drawings","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"Attendance Register","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"Attendance Card","STATIONERY","Nos",0,1,0,"","","","","","","",50,7,48201000,"",""
"Rubber Band","STATIONERY","Nos",0,1,0,"","","","","","","",1,7,48201000,"",""
"Umbrella","STATIONERY","Nos",0,1,0,"","","","","","","",2,7,48201000,"",""
"Battery Cell AA","STATIONERY","Nos",0,1,0,"","","","","","","",3,7,48201000,"",""
"T BLACK GRANITE","TILES","Square Foot",0,1,0,"","","","","","GRANITE","Item Attribute","",15,69079000,"Type","T"
"","","","","","","","","","","","","","","","","Color","BLACK"
"TILES 800X3000 MM","TILES","Box",0,1,0,"","","","","","TILES","Item Attribute","",15,69079000,"Dimensions","800X3000MM"
"PAVER BLOCK","TILES","Nos",0,1,0,"","","","","","PAVER BLOCK","Item Attribute","",7,69079000,"Size/Type","PAVER BLOCK"
"MANGLORE TILES","TILES","Nos",0,1,0,"","","","","","TILES","Item Attribute","",15,69079000,"Size/Type","MANGLORE TILES"
"ROUGH SHAHABAD","TILES","Square Foot",0,1,0,"","","","","","","","",15,69079000,"",""
"WHEEL BARROW","TOOLS","Nos",0,1,0,"","","","","","","",3,7,84679900,"",""
"TEETH PINION","TOOLS","Nos",0,1,0,"","","","","","","",1,7,84679900,"",""
"SCREW DRIVE TOOLS","TOOLS","Nos",0,1,0,"","","","","","","",1,7,84679900,"",""
"DISK FOR WHEEL BARROW","TOOLS","Nos",0,1,0,"","","","","","","",1,7,84679900,"",""
"RIBIT MACHINE","TOOLS","Nos",0,1,0,"","","","","","","",1,7,84679900,"",""
"FLICKERING MACHINE (PLASTER DABHA)","TOOLS","Nos",0,1,0,"","","","","","","",1,7,84679900,"",""
"TURBO VENT","TOOLS","Nos",0,1,0,"","","","","","","",1,7,84679900,"",""
"AIR FOOT PUMP","TOOLS","Nos",0,1,0,"","","","","","","",1,7,84679900,"",""
"MS SPADE","TOOLS","Nos",0,1,0,"","","","","","","",12,7,84679900,"",""
"PVC GHAMELLA","TOOLS","Nos",0,1,0,"","","","","","","",20,7,84679900,"",""
"MS GHAMELLA","TOOLS","Nos",0,1,0,"","","","","","","",20,7,84679900,"",""
"PLUMB BOB","TOOLS","Nos",0,1,0,"","","","","","","",3,7,84679900,"",""
"AUTO LEVEL STAND","TOOLS","Nos",0,1,0,"","","","","","","",1,7,84679900,"",""
"SILICON GUN","TOOLS","Nos",0,1,0,"","","","","","","",1,7,84679900,"",""
"TENSILE PLATE","TOOLS","Set",0,1,0,"","","","","","","",1,7,84679900,"",""
"BAMBOO PLANKS","WOODEN SHUTTERING","Nos",0,1,0,"","","","","","","","",7,44219099,"",""
